Country,Correlation,Annual CO₂ emissions growth (%)_1951,Annual CO₂ emissions growth (%)_1952,Annual CO₂ emissions growth (%)_1953,Annual CO₂ emissions growth (%)_1954,Annual CO₂ emissions growth (%)_1955,Annual CO₂ emissions growth (%)_1956,Annual CO₂ emissions growth (%)_1957,Annual CO₂ emissions growth (%)_1958,Annual CO₂ emissions growth (%)_1959,Annual CO₂ emissions growth (%)_1960,Annual CO₂ emissions growth (%)_1961,Annual CO₂ emissions growth (%)_1962,Annual CO₂ emissions growth (%)_1963,Annual CO₂ emissions growth (%)_1964,Annual CO₂ emissions growth (%)_1965,Annual CO₂ emissions growth (%)_1966,Annual CO₂ emissions growth (%)_1967,Annual CO₂ emissions growth (%)_1968,Annual CO₂ emissions growth (%)_1969,Annual CO₂ emissions growth (%)_1970,Annual CO₂ emissions growth (%)_1971,Annual CO₂ emissions growth (%)_1972,Annual CO₂ emissions growth (%)_1973,Annual CO₂ emissions growth (%)_1974,Annual CO₂ emissions growth (%)_1975,Annual CO₂ emissions growth (%)_1976,Annual CO₂ emissions growth (%)_1977,Annual CO₂ emissions growth (%)_1978,Annual CO₂ emissions growth (%)_1979,Annual CO₂ emissions growth (%)_1980,Annual CO₂ emissions growth (%)_1981,Annual CO₂ emissions growth (%)_1982,Annual CO₂ emissions growth (%)_1983,Annual CO₂ emissions growth (%)_1984,Annual CO₂ emissions growth (%)_1985,Annual CO₂ emissions growth (%)_1986,Annual CO₂ emissions growth (%)_1987,Annual CO₂ emissions growth (%)_1988,Annual CO₂ emissions growth (%)_1989,Annual CO₂ emissions growth (%)_1990,Annual CO₂ emissions growth (%)_1991,Annual CO₂ emissions growth (%)_1992,Annual CO₂ emissions growth (%)_1993,Annual CO₂ emissions growth (%)_1994,Annual CO₂ emissions growth (%)_1995,Annual CO₂ emissions growth (%)_1996,Annual CO₂ emissions growth (%)_1997,Annual CO₂ emissions growth (%)_1998,Annual CO₂ emissions growth (%)_1999,Annual CO₂ emissions growth (%)_2000,Annual CO₂ emissions growth (%)_2001,Annual CO₂ emissions growth (%)_2002,Annual CO₂ emissions growth (%)_2003,Annual CO₂ emissions growth (%)_2004,Annual CO₂ emissions growth (%)_2005,Annual CO₂ emissions growth (%)_2006,Annual CO₂ emissions growth (%)_2007,Annual CO₂ emissions growth (%)_2008,Annual CO₂ emissions growth (%)_2009,Annual CO₂ emissions growth (%)_2010,Annual CO₂ emissions growth (%)_2011,Annual CO₂ emissions growth (%)_2012,Annual CO₂ emissions growth (%)_2013,Annual CO₂ emissions growth (%)_2014,Annual CO₂ emissions growth (%)_2015,Annual CO₂ emissions growth (%)_2016,Annual CO₂ emissions growth (%)_2017,Annual CO₂ emissions growth (%)_2018,Annual CO₂ emissions growth (%)_2019,Annual CO₂ emissions growth (%)_2020,Annual CO₂ emissions growth (%)_2021,Population Growth %_1951,Population Growth %_1952,Population Growth %_1953,Population Growth %_1954,Population Growth %_1955,Population Growth %_1956,Population Growth %_1957,Population Growth %_1958,Population Growth %_1959,Population Growth %_1960,Population Growth %_1961,Population Growth %_1962,Population Growth %_1963,Population Growth %_1964,Population Growth %_1965,Population Growth %_1966,Population Growth %_1967,Population Growth %_1968,Population Growth %_1969,Population Growth %_1970,Population Growth %_1971,Population Growth %_1972,Population Growth %_1973,Population Growth %_1974,Population Growth %_1975,Population Growth %_1976,Population Growth %_1977,Population Growth %_1978,Population Growth %_1979,Population Growth %_1980,Population Growth %_1981,Population Growth %_1982,Population Growth %_1983,Population Growth %_1984,Population Growth %_1985,Population Growth %_1986,Population Growth %_1987,Population Growth %_1988,Population Growth %_1989,Population Growth %_1990,Population Growth %_1991,Population Growth %_1992,Population Growth %_1993,Population Growth %_1994,Population Growth %_1995,Population Growth %_1996,Population Growth %_1997,Population Growth %_1998,Population Growth %_1999,Population Growth %_2000,Population Growth %_2001,Population Growth %_2002,Population Growth %_2003,Population Growth %_2004,Population Growth %_2005,Population Growth %_2006,Population Growth %_2007,Population Growth %_2008,Population Growth %_2009,Population Growth %_2010,Population Growth %_2011,Population Growth %_2012,Population Growth %_2013,Population Growth %_2014,Population Growth %_2015,Population Growth %_2016,Population Growth %_2017,Population Growth %_2018,Population Growth %_2019,Population Growth %_2020,Population Growth %_2021
Saint Pierre and Miquelon,0.103609774,50,50,-11.111111,12.5,11.111116,-10.000002,22.222221,0,-18.181818,11.111116,29.999996,-30.76923,11.111116,29.999996,-15.384615,9.090912,16.666662,-21.428574,-18.181818,11.111116,29.999996,46.153843,-42.105263,9.090912,-25,44.444443,-23.076921,-10.000002,11.111116,0,10.000002,0,-18.181818,11.111116,-10.000002,44.444443,7.692313,28.571426,55.555557,-10.714287,12,-7.1428595,-23.076921,-5.000001,0,0,-31.578945,15.384615,0,0,0,6.666672,6.25,-5.882353,6.25,5.8823586,0,0,0,0,0,0,0,0,0,0,0,-11.111111,12.5,-5.555558,-3.6379397,0.743322694,1.138021635,1.149946377,1.108349293,0.874541571,0.447463044,0.226712274,1.178618199,1.200188304,0.620106929,-0.211848086,0.034739646,1.257910171,1.688133526,1.570170508,1.667650531,1.447960517,1.26989805,1.324620276,1.300331184,1.483240416,1.539557123,1.509534783,1.292975818,0.490450825,0.423413814,0.457032507,0.602332436,0.401273885,0.275962697,-0.177142315,-0.117248154,0.932741117,1.141007104,0.926127358,0.748267898,0.565437985,0.282648999,-0.148502849,-0.027316599,0.570769324,0.452816519,0.345594422,-0.050911922,-0.068915923,-0.28484903,-0.55929757,-0.9918355,-0.827683098,-0.237134674,-0.216089399,-0.386709566,-0.673933973,-0.7816897,-0.951720661,-0.489977728,-0.015986699,0.079946276,-0.137397751,-0.115188942,-0.237050325,-0.43348425,-0.561145511,-0.467016929,-0.283479961,-0.147044407,-0.160350808,-0.17371923,-0.24954032,-0.362080316,-0.39312851
Saint Vincent and the Grenadines,0.218669992,0,200,-33.333332,0,0,0,0,50,0,0,0,0,33.333336,25,-19.999998,25,0,20.000004,33.333336,0,0,25,10.000002,-18.181818,0,0,0,11.111116,-19.999998,25,0,10.000002,18.181812,38.46154,0,0,16.666662,-14.285713,16.666662,4.7619104,4.54545,0,21.739124,17.857147,6.060612,2.8571367,0,22.222221,2.272725,-11.111111,22.500002,4.0816307,5.8823586,11.111116,0,-1.6666651,8.474577,-6.25,26.666664,-21.05263,-1.6666651,6.779659,-4.7619047,14.999998,-7.2463694,3.125,-10.606062,11.864412,-6.060606,8.06452,-3.6372423,3.057324841,3.061360222,3.107676326,3.152010307,3.115778382,3.197297266,3.2976661,3.340756039,3.397430887,2.549208853,1.69949256,1.652970442,1.537667993,1.470137252,1.521048515,1.523029515,1.503315083,1.466495539,1.458557916,1.400102394,1.28845126,1.179873941,1.110046072,1.057696228,0.971175417,0.892703725,0.865992039,0.828518307,0.746549109,0.700235989,0.810525508,0.880544814,0.771890358,0.649489286,0.543888833,0.414546895,0.293223784,0.207284354,0.144872256,0.114082088,0.281496412,0.463831029,0.458058507,0.386932839,0.289126087,0.180227726,0.048022047,-0.05856594,-0.114512435,-0.131687774,-0.141742044,-0.162272243,-0.313719696,-0.455339987,-0.524610764,-0.566259892,-0.543415403,-0.433415845,-0.392291363,-0.418404591,-0.490625777,-0.517274411,-0.555836663,-0.488885682,-0.424319781,-0.534384347,-0.459816613,-0.36014731,-0.452928106,-0.386701526,-0.368616298
Samoa,0.234354216,0,100,0,50,0,0,33.333336,-25,33.333336,0,25,0,20.000004,16.666662,14.285719,-12.5,0,14.285719,0,0,25,0,0,20.000004,33.333336,-25,66.666664,35.000004,-14.814812,-8.69565,0,-14.285713,0,0,16.666662,4.7619104,0,4.54545,0,4.347825,8.333338,3.8461566,3.7037015,-7.1428595,19.23077,9.677422,0,14.705885,-5.128205,5.405402,7.692313,4.7619104,-2.272725,4.651165,2.222228,2.1739125,4.2553186,-10.2040825,4.54545,8.69565,3.9999962,-1.9230783,3.9215684,3.773582,12.727272,4.838705,3.076923,-2.9850721,13.846159,-10.81081,4.3465614,2.145301623,2.205701479,2.138043581,2.105724752,2.093069472,2.278721053,2.694743735,3.018793479,3.10964617,3.063138779,2.90875466,2.690870885,2.56489754,2.436603634,2.423073959,2.374873749,2.028499686,1.753708471,1.692007879,1.713319284,1.699747236,1.672484044,1.639902896,1.801720674,1.952736403,1.868883182,1.512385919,1.17618661,1.051518271,0.976944958,0.889723543,0.551854904,0.170206368,0.031005883,-0.013776121,0.064092391,0.355417317,0.403282613,0.204613753,0.117500944,0.272671438,0.70032275,1.000299909,1.062898602,1.046763952,0.992829951,0.937165401,0.904636822,0.867804061,0.826572784,0.660614937,0.452564458,0.328869292,0.255168847,0.242885475,0.3954707,0.628602962,0.753968168,0.834807863,0.904061717,0.987090752,1.018583656,1.014945418,0.965661714,0.912430082,0.931869327,0.941222242,0.916237999,0.965111064,1.350364362,1.73776896
Sao Tome and Principe,-0.033102457,,0,0,0,0,100,50,-33.333332,0,50,0,0,-33.333332,50,0,0,0,33.333336,0,0,-25,0,33.333336,25,0,60.000004,0,12.5,0,22.222221,9.090912,8.333338,15.384615,-6.666666,7.1428537,-6.666666,0,-7.1428595,0,0,0,0,0,0,0,0,0,0,0,0,7.692313,14.285719,12.5,11.111116,4.999995,9.523809,0,0,8.69565,12,-3.5714269,11.111116,0,16.666676,5.7142735,10.810816,-7.317072,0,2.6315808,-2.5641024,4.649794,,1.132995831,1.131192011,1.259781676,1.332928847,1.334222198,1.23046185,1.13005909,0.977008759,0.674990867,0.415565564,0.370129662,0.404770132,0.457507078,0.656938299,0.939222253,1.272472268,1.591937912,1.829442933,2.037543373,2.014084544,1.905469586,1.964428671,2.007096224,2.188215454,2.435923576,2.597414762,2.679786001,2.618739066,2.358692874,2.045739753,1.791128347,1.708679079,1.822992825,2.011862256,2.189709273,2.452648206,2.590097142,2.505673494,2.41710046,2.204257677,1.991228555,1.946938662,1.896238743,1.863793509,1.81806342,1.754383293,1.670709752,1.597920466,1.514692737,1.934367927,2.640119398,2.766452282,2.610481214,2.529580766,2.448372966,2.395278899,2.357889217,2.281013643,2.158459336,2.050780921,1.982021095,1.941123399,1.870879529,1.763792111,1.68588322,1.600921822,1.521464184,1.511335013,1.948908726,2.171249012
Saudi Arabia,0.079682774,-100,,,159.99998,70.71006,-22.876947,28.764046,-4.8865614,-7.1708384,44.272625,33.426918,75.1536,11.02029,1.4750957,-40.119965,51.967262,297.75528,14.100731,21.293056,28.296316,32.05502,17.613197,35.24653,3.8381696,-15.644085,21.857452,16.371918,-2.5797188,19.978476,22.63378,3.5831332,-9.931999,1.8643498,-3.3105433,10.87296,18.665112,-6.9191813,6.198597,0.57946444,2.4938583,38.393127,9.575331,7.7386737,-2.0547688,-19.6351,-1.792413,-15.819109,-3.8404524,8.597219,30.60521,0.12391806,9.671867,0.60572624,20.067179,0.45747757,9.00321,-10.251051,11.733187,7.4649096,10.859596,-4.132259,12.705517,-3.9274812,12.538183,10.770702,2.7356625,-2.3753762,0.8874655,2.9449701,-13.625919,3.3833146,3.078736083,,,2.960862792,2.946725389,2.946906836,2.960070707,2.939132616,2.982629324,3.133240757,3.32586242,3.506277857,3.624315513,3.735791317,3.846345624,3.917585464,4.039662393,4.203171591,4.340846557,4.524753131,4.819551777,5.196019812,5.508370207,5.645490718,5.499443382,5.249228518,5.167711153,5.156436474,5.121253778,5.088347688,5.029780811,4.967839939,4.937390524,4.872527217,4.772531062,4.651859315,4.533882152,4.446513562,4.343159941,4.217095427,4.004085512,3.699475289,3.298033588,3.103163974,3.054315726,2.939908893,2.881463859,2.783727373,2.640848469,2.500136941,2.37693386,2.262423536,2.143258401,2.039357058,3.138018915,4.243264397,4.218708553,4.127120255,3.973919278,3.338263326,2.510861851,2.197219553,2.114605503,2.005152081,1.893810645,1.992613464,2.344450327,2.476639008,2.373225612,0.382198168,-0.287997711
Senegal,0.204959646,-16.451675,8.050669,-16.022491,15.760649,-7.924962,16.801525,1.6406417,2.2542357,9.268797,113.40699,-1.7786264,0,5.8575153,7.2336793,83.418144,1.5140414,-59.29649,-85.964775,399.5047,166.66998,3.3638716,7.5650096,6.567526,19.390667,39.427994,-31.35392,26.424873,17.08554,10.251272,15.52217,-1.6959369,-7.4175177,-14.001375,25.7622,-19.294506,-0.53039193,-8.036274,11.805582,35.084282,-14.284288,7.65903,1.2861013,3.3904314,8.427965,-10.602927,6.8226695,-13.148462,4.751086,8.100271,8.282256,9.124637,4.199648,11.056911,6.305635,5.740416,-20.157887,9.952557,-2.5138378,10.914362,30.521572,13.93751,-5.841124,6.6630125,11.100567,12.849724,1.7295599,7.4326634,5.299759,12.202835,-14.882922,6.647074,2.656383166,2.704272809,2.68841005,2.748153637,2.75998825,2.755318686,2.77477225,2.78398579,2.802390153,2.821206146,2.827856232,2.821401551,2.808725056,2.805719973,2.862427341,2.939688601,2.968012548,2.9997128,3.022783452,3.021878372,3.025715944,3.026861809,3.021359171,2.952785369,2.780776807,2.602754376,2.395741881,2.28103372,2.336917854,2.42378917,2.517521716,2.596474076,2.652332453,2.693091325,2.772510852,2.882205258,2.939680025,2.933365,2.919063259,2.929463831,2.920251381,2.872606103,2.825362541,2.739240129,2.606844197,2.482600501,2.397278397,2.367308989,2.398939043,2.444905036,2.468490512,2.494278597,2.53308214,2.564706602,2.597944032,2.652902163,2.676866517,2.666729045,2.691808786,2.721840442,2.721445762,2.719310077,2.709631721,2.722765297,2.727808007,2.714541023,2.726121546,2.738530724,2.734094027,2.738207964,2.719436388
Serbia,0.284908984,-5.3372803,0.43503046,-0.6976366,19.269323,14.512909,14.303827,8.617937,-1.4459848,14.633107,9.230995,4.8053145,2.6262522,11.249948,13.285006,2.8902888,-0.89829564,1.0141492,6.9684744,3.6865354,30.642378,7.7557087,-6.270981,19.413494,0.4099369,4.3133497,3.17986,-2.7892113,11.702955,8.730232,-1.7098844,8.829451,-8.182353,7.673347,5.4497957,1.9916773,4.412377,-2.3969233,3.169167,-0.31858087,-0.62153935,-29.171854,6.655824,-12.793005,-2.7709544,5.6714892,17.07635,7.5068235,5.312991,-31.015175,25.591648,9.694588,5.9259057,6.880498,7.78023,-14.181638,17.825817,-2.1103919,-13.057327,-11.362082,-0.43287277,7.1354628,-10.647941,1.8858671,-16.516209,17.64611,2.8923035,1.0873199,-2.6558459,-0.09447336,2.0128846,-2.7982235,1.199285925,1.107127188,1.192794303,1.012631987,0.811474686,0.722528427,0.590274564,0.524169875,0.574955054,0.689180205,0.922105084,0.985347548,0.937672584,0.928167306,0.925685817,0.908705681,0.885297755,0.868579934,0.806208051,0.729688691,0.648082459,0.667001594,0.734496156,0.726866507,0.728967861,0.783799379,0.783305727,0.744311633,0.715868508,0.644197881,0.501720117,0.389878348,0.358782516,0.335007275,0.28868496,0.214937523,0.166732106,0.158416255,0.123219805,0.060519252,-0.334968365,-0.297563795,0.133195496,0.12889202,0.126063071,0.10271721,0.002667248,-0.22393215,-0.432311851,-0.414216393,-0.291580104,-0.226687667,-0.236951775,-0.326049282,-0.458345191,-0.519874075,-0.537974727,-0.521178822,-0.492093623,-0.478206069,-0.453089107,-0.420754159,-0.403195821,-0.409471609,-0.427597078,-0.444018498,-0.478372838,-0.506100082,-0.520762038,-0.647461653,-0.863155424
Seychelles,0.194422725,,,,,,,,,,,,,,0,0,0,0,0,0,300,12.5,33.333336,8.333338,15.384615,6.666672,37.5,4.54545,-8.69565,57.142853,-21.212118,3.8461566,-14.814812,17.3913,0,51.851856,9.7561,22.222221,-1.8181801,18.51852,-35.9375,14.634144,0,6.382978,10.000002,-1.8181801,18.51852,17.1875,5.3333282,5.0632954,3.6144614,9.30233,1.0638356,-2.1052659,8.602154,2.970302,0.9615421,4.7619104,2.7272701,6.194687,0.83333254,-8.264464,4.504502,-2.5862098,10.619473,8.800006,11.02941,3.973508,4.4585943,-1.219511,2.4691343,8.9419365,,,,,,,,,,,,,,2.156171195,2.145491116,2.223605079,2.320335563,2.356551114,2.307869928,2.251917457,2.318775498,2.458147519,2.391548989,2.325053712,2.428486293,2.252515856,1.797316431,1.444509078,1.215394571,1.066604211,1.065682093,0.849629256,0.628320188,0.69095861,0.712901671,0.666305362,0.834472383,1.005241255,1.101837767,1.054392722,1.008611571,0.940204261,0.913686122,1.181144157,1.274759378,1.127853371,1.525853238,1.658258099,1.452284867,1.476036611,1.418538684,1.410455584,1.42340151,1.363778984,1.400620045,1.441380469,1.486684458,1.573400453,1.633438186,1.578016869,1.573669155,1.615973274,1.478140092,1.270766101,1.189310056,1.167366828,1.187205394,1.161505528,1.097880363,0.965209164,0.744421668
Sierra Leone,0.139500994,-39.534885,88.46154,-6.122446,-26.086956,47.058823,-1.9999981,116.32652,-46.226418,12.280703,204.6875,-59.487175,12.658226,13.483143,-17.821783,-7.228917,6.493509,-15.853662,43.478275,198.9899,-20.945948,-6.4102592,-15.525114,-20.54054,-3.401363,0.7042289,-13.986015,13.821149,38.57142,-4.6391726,-10.2702675,13.855421,-20.105822,24.503315,-10.638296,7.7380896,1.6574621,-26.086956,-8.088237,-18.400002,33.333336,11.764706,-49.34211,-6.493509,4.1666627,-18.666666,3.2786846,-11.111111,7.1428537,-19.999998,54.166664,36.48648,35.643578,6.569338,-2.7397275,-18.309862,36.2069,-15.822786,3.759396,-0.7246256,8.029186,31.081081,17.010307,25.99119,7.692313,-3.8961053,5.372119,-4.777622,-5.4236946,-2.4534762,2.1897793,8.174992,1.250915558,1.276933344,1.267512265,1.332462344,1.405208084,1.442401277,1.474404381,1.474168277,1.535718537,1.655215344,1.735962103,1.795701489,1.827693665,1.849691404,1.891036528,1.892656556,1.88214937,1.890721177,1.879779437,1.88490785,1.859960332,1.844091184,1.882148819,1.906314997,1.899496063,1.858153839,1.903312808,1.989004257,2.012509315,2.04947214,2.072590103,2.106020525,2.191646474,2.253045067,2.277400808,2.500471209,2.73461518,2.745735365,2.534887779,3.991146376,1.215498575,-1.752244049,-0.134428361,0.454814723,0.217929551,0.53942896,1.32994861,1.02026671,0.556756681,2.429481309,5.958308779,5.828996413,4.100698769,3.399456643,2.692496589,2.207805143,2.216884833,2.547130903,2.776774721,2.835337621,2.740317828,2.679329745,2.617380648,2.550603481,2.46750406,2.482470398,2.492479539,2.44389481,2.413409061,2.383510369,2.327302541
Singapore,-0.048661788,47.642494,21.782648,1.1741757,8.317232,7.4642777,1.0634542,-57.777042,32.83899,-21.69059,-22.606928,50.263153,20.135857,31.349861,9.0976,-32.655136,-80.25522,489.08844,81.95483,34.18487,158.88298,-8.732653,33.453953,-4.7402143,3.5594106,11.37141,22.93874,-5.882353,17.569006,9.108138,-14.078659,-15.530944,10.405434,17.672956,-4.278207,1.3404846,5.2589893,-6.715375,10.907626,16.221832,6.174433,1.6076446,7.247579,4.680264,20.990108,-32.520275,18.416489,18.17031,-16.435259,3.7712574,-1.6383648,1.6656995,-4.282135,4.9715996,-5.210495,-11.251855,1.7356873,-27.24517,51.731934,-3.114456,-4.8663974,-20.980507,49.06291,8.288169,-5.0980926,18.837011,-34.93876,-0.6820679,25.043499,-32.491215,62.273563,1.8558502,4.348169798,4.674453592,4.913620183,5.118762287,5.135201296,5.080549683,5.026223135,4.787806828,4.450342855,3.778764161,3.175262261,2.936563314,2.731754106,2.627975865,2.569953096,2.480862834,2.359249353,2.209618075,2.034974136,1.911132239,1.871334109,1.936181124,1.982177643,1.829655671,1.599797983,1.520491549,1.51911831,1.503035108,1.643897435,1.966203095,2.242565051,2.313523517,2.302616363,2.300338533,2.327157385,2.386019447,2.407424459,2.385033429,2.291666506,2.564507052,3.159575037,3.337795192,3.174312884,3.030477606,2.960546374,2.94419449,2.871824431,2.711777873,2.512798046,2.12749781,1.612223998,1.305136939,1.160510987,1.047510692,1.796654548,3.369085629,4.062370632,3.881142275,3.684991626,3.13663225,2.298591232,1.87172871,1.781287157,1.662626037,1.382177454,1.004266227,0.776809224,0.669149536,0.648653228,0.468510511,0.203116254
Sint Maarten (Dutch part),-0.16746089,57.713425,-42.260265,15.734744,102.273796,-17.283367,29.331839,-31.698822,-12.403798,28.722977,-14.013636,4.363632,9.819471,-4.2111635,-2.770245,-10.281801,-6.4894557,23.181927,-7.01223,30.87331,11.84436,-12.967843,-3.0356646,10.931337,-9.360313,-27.58174,113.61525,-47.769196,-14.836234,4.902005,2.9114842,-4.750252,11.807882,-48.60614,149.71309,17.045761,-80.82971,-11.097706,-1.4926076,90.35827,7.0912957,-20.202763,-17.612087,54.367672,-4.1277766,-1.0415971,-6.4561367,4.6511054,-94.480225,649.33966,165.33852,1.8288732,-3.592056,0.06655455,4.9202204,-0.8871138,4.2197943,12.576735,-3.8146496,2.3228526,-31.118494,27.572393,21.550106,2.6315808,1.5384674,2.525258,0,-4.9261093,-2.5906742,0,-5.319148,-3.637427,6.104109589,4.875025821,4.155997636,4.302193646,4.469223099,4.625130163,4.45384424,4.915038907,4.942102475,6.259916342,8.029048459,8.877300999,9.117137911,8.863035431,8.758379481,8.441645451,8.464104782,8.114984431,7.716623933,7.320333899,6.979005256,6.685600682,6.924182728,7.048425246,6.937854684,6.744383305,6.550529747,6.291232431,5.942250607,5.612348866,6.854469152,9.636451186,10.6011529,9.961034449,9.322770311,8.706334132,8.248342924,7.67948628,7.31347661,7.006369427,6.789545377,4.794647958,1.293909559,-0.507572913,-0.645408853,-0.764199743,-0.874081258,-0.87792696,-0.883105414,-0.803841669,-0.310405178,0.58166882,1.009728434,1.077884139,1.056067712,1.011197222,0.993490489,0.947422435,0.883359369,0.726307446,0.744861917,4.930242697,7.010952991,4.139995147,3.27167654,3.310434739,1.777879164,1.237988507,1.918592875,1.584829269,1.009586293
Slovakia,0.449494482,6.5445304,6.9251537,3.640473,6.782186,3.7664294,7.29928,4.3992877,9.254778,0.028562546,6.649375,8.552206,6.564331,5.2706122,4.0652633,-2.5907576,-0.6006658,-0.23015141,4.6485305,6.1796308,14.678133,4.901898,0.93107224,0.40470362,1.1444211,4.6498656,3.913343,3.0152082,0.9015441,-2.6067078,1.1823416,-1.0930538,-0.9551227,0.14052391,3.4050345,-1.3453245,0.70489645,-1.1732101,-1.6477227,-4.5665383,11.263561,-13.317097,-8.256507,-5.18682,-5.5968103,0.88665485,-0.2691567,0.16372204,-0.6144464,-1.8006146,-4.413086,5.069208,-2.8828025,0.773263,1.1574507,0.014364719,-0.5482912,-3.7410736,0.95871687,-9.038294,2.0808697,-1.0935068,-5.4631114,-0.9571612,-5.3722086,2.4163127,1.283586,3.4360647,-0.023716688,-6.444943,-7.93972,13.08881,1.685298636,1.838501993,1.827653144,1.749025001,1.735184847,1.727168533,1.622881956,1.527540906,1.415582897,1.324512338,1.337137304,1.121884613,0.948117193,1.007672876,0.968718238,0.890761109,0.831024801,0.763449903,0.743820998,0.831399437,0.953596146,1.019020281,1.066531413,1.106697987,1.08451125,1.044566936,0.983646421,0.922165466,0.893181717,0.794663838,0.69969071,0.671914904,0.632922186,0.56082034,0.503188387,0.446521708,0.397096499,0.381263184,0.346990001,0.309643117,0.403298498,0.502770997,0.483573784,0.424976374,0.298396896,0.219573689,0.210178803,0.164128947,0.122527052,0.106821763,0.062154981,0.023823474,0.02817741,0.047020236,0.054602682,0.053332158,0.044242895,0.068964211,0.122331103,0.098098997,0.049987144,0.029348275,-0.03786313,-0.08520631,-0.08838913,-0.077564555,-0.055015868,-0.055544118,-0.052391558,-0.117182673,-0.310162724
Slovenia,0.41003008,-5.3402543,0.36519766,-0.68644285,19.33471,14.5232315,14.388156,8.525157,-1.4501274,14.6441345,9.237898,4.845345,2.6008487,11.239588,13.320816,2.8939366,-0.92425346,1.0091066,6.932962,3.678441,30.758213,7.7025175,-6.423587,19.470358,0.3565073,4.266238,3.1257033,-2.8713286,11.730968,8.755159,-1.7712533,8.72314,-8.25882,7.7109575,5.4783463,2.0091891,4.4348717,-2.523309,3.6370277,-0.4874885,-8.271158,-7.427663,-0.64975023,2.6194096,2.7367353,4.9066305,4.201877,3.1726837,-2.8350413,-3.9064527,-2.3269176,8.296288,1.6066909,-1.7696917,2.6612878,1.3637185,1.4526606,0.95763206,5.394721,-11.348623,1.5775204,-0.61327815,-3.6629796,-4.0058556,-10.357803,0.6207347,5.9571266,1.0949612,-0.6624222,-3.3086538,-8.437193,1.5951753,1.071214715,1.007434861,1.03718603,1.056345452,0.993439977,0.951739707,0.946939672,0.918310768,0.86890427,0.803290495,0.775978148,0.785495574,0.78029568,0.80907102,0.883015628,0.939394298,0.951675624,0.922132486,0.874784959,0.852682163,0.838970958,0.843321366,0.863628719,0.864835652,0.859549494,0.871663235,0.880693731,0.876189031,0.88269883,0.893223391,0.791815091,0.629262513,0.516609215,0.427244134,0.367292462,0.328255869,0.317886519,0.326761438,0.312713029,0.267281265,0.154827286,0.04174784,-0.002531308,-0.002944657,0.005269542,-0.000702569,-0.020880897,-0.059545204,-0.092638549,-0.102805217,-0.116576537,0.039934545,0.268667753,0.342990225,0.36657125,0.397524334,0.423215641,0.465823898,0.509431363,0.524912174,0.313762237,0.050176553,-0.029389094,-0.065274967,0.11087383,0.283009326,0.251603605,0.217966504,0.193694753,0.096838363,-0.042937189
Solomon Islands,0.002337912,,,0,0,200,0,0,0,0,0,33.333336,0,0,25,39.999996,0,28.571426,11.111116,0,10.000002,18.181812,15.384615,20.000004,0,-11.111111,6.25,29.41177,-22.727276,76.47059,-6.666666,32.142853,-10.81081,18.181812,0,5.128205,2.439022,4.7619104,-2.272725,2.3255825,-9.090906,7.500005,2.3255825,6.818187,6.382978,3.9999962,3.8461566,3.7037015,5.3571463,0,3.3898354,4.918027,4.6875,4.47762,7.1428537,2.6666641,2.5974035,3.7974715,2.439022,3.5714269,3.4482718,4.444444,1.0638356,7.3684216,-11.764706,-11.111111,-1.2499988,-1.2658238,1.2820482,1.2658238,-1.2499988,4.346776,,,2.251463085,2.40587904,2.521505164,2.564850764,2.560507536,2.641759534,2.698700656,2.586026224,2.484278372,2.517884791,2.543473112,2.569637416,2.597976664,2.616868266,2.63357675,2.653603616,2.643780718,2.558104612,2.493702651,2.518513701,2.615819311,2.743451058,2.85781523,3.073022281,3.323785546,3.434735224,3.505329455,3.538534558,3.554946314,3.547421153,3.539286201,3.529735288,3.534734108,3.462615002,3.329984015,3.214740074,3.154576258,3.103379792,3.049254557,3.01110734,2.976275039,2.955117344,2.941519253,2.909862785,2.85033092,2.797382392,2.718041237,2.568160641,2.428996615,2.354719477,2.314428406,2.280933831,2.253507529,2.253263193,2.258137773,2.251101655,2.290765932,2.384243947,2.476737853,2.550605517,2.590859905,2.603040239,2.58047016,2.532694642,2.477935908,2.42439012,2.377019481,2.387722714,2.402420223
